iata	icao	name	municipality	lat	lon
YFX	CCK4	St. Lewis (Fox Harbour) Airport	St. Lewis	52.372799	-55.673901
YGA	YGA	Yongchuan Da'an General Airport	Chongqing	29.356667	106.010441
YGB	CYGB	Texada Gillies Bay Airport	Texada	49.694341	-124.518099
YGH	CYGH	Fort Good Hope Airport	Fort Good Hope	66.240658	-128.647757
YGJ	RJOH	Yonago Kitaro Airport / JASDF Miho Air Base	Yonago	35.492199	133.235992
YGK	CYGK	Kingston Norman Rogers Airport	Kingston	44.225300	-76.596901
YGL	CYGL	La Grande Rivière Airport	La Grande Rivière	53.625301	-77.704201
YGM	CYGM	Gimli Industrial Park Airport	Gimli	50.628101	-97.043297
YGO	CYGO	Gods Lake Narrows Airport	Gods Lake Narrows	54.557680	-94.490061
YGP	CYGP	Michel-Pouliot Gaspé Airport	Gaspé	48.774915	-64.481893
YGQ	CYGQ	Geraldton Greenstone Regional Airport	Geraldton	49.778301	-86.939400
YGR	CYGR	Îles-de-la-Madeleine Airport	Les Îles-de-la-Madeleine	47.425242	-61.778612
YGT	CYGT	Igloolik Airport	Igloolik	69.364700	-81.816101
YGV	CYGV	Havre-Saint-Pierre Airport	Havre-Saint-Pierre	50.281898	-63.611401
YGW	CYGW	Kuujjuarapik Airport	Kuujjuarapik	55.281898	-77.765297
YGX	CYGX	Gillam Airport	Gillam	56.357120	-94.711504
YGZ	CYGZ	Grise Fiord Airport	Grise Fiord	76.425823	-82.908583
YHA	CCP4	Port Hope Simpson Airport	Port Hope Simpson	52.528099	-56.286098
YHB	CYHB	Hudson Bay Airport	Hudson Bay	52.816700	-102.310997
YHD	CYHD	Dryden Regional Airport	Dryden	49.831699	-92.744202
YHE	CYHE	Hope Airport / FVRD Regional Airpark	Hope	49.368865	-121.494950
YHF	CYHF	Hearst René Fontaine Municipal Airport	Hearst	49.714199	-83.686096
YHG	CCH4	Charlottetown Airport	Charlottetown	52.765774	-56.112370
YHI	CYHI	Ulukhaktok Holman Airport	Ulukhaktok	70.762802	-117.806000
YHJ	CN-0423	Nanchang Yaohu Airport	Nanchang	28.700972	116.107694
YHK	CYHK	Gjoa Haven Airport	Gjoa Haven	68.635597	-95.849701
YHM	CYHM	John C. Munro Hamilton International Airport	Hamilton	43.173480	-79.931185
YHN	CYHN	Hornepayne Municipal Airport	Hornepayne	49.193100	-84.758904
YHO	CYHO	Hopedale Airport	Hopedale	55.448757	-60.228124
YHP	CYHP	Poplar Hill Airport	Poplar Hill	52.113300	-94.255600
YHR	CYHR	Chevery Airport	Chevery	50.468322	-59.637823
YHS	CAP3	Sechelt-Gibsons Airport	Sechelt	49.460602	-123.719002
YHT	CYHT	Haines Junction Airport	Haines Junction	60.789200	-137.546005
YHU	CYHU	Montréal / Saint-Hubert Metropolitan Airport	Montréal	45.517502	-73.416901
YHY	CYHY	Hay River / Merlyn Carter Airport	Hay River	60.839699	-115.782997
YHZ	CYHZ	Halifax / Stanfield International Airport	Halifax	44.880798	-63.508598
YIA	WAHI	Yogyakarta International Airport	Yogyakarta	-7.905338	110.057264
YIB	CYIB	Atikokan Municipal Airport	Atikokan	48.773899	-91.638603
YIC	ZSYC	Yichun Mingyueshan Airport	Yichun	27.802500	114.306200
YIE	ZBES	Arxan Yi'ershi Airport	Arxan	47.310600	119.911700
YIF	CYIF	St Augustin Airport	St-Augustin	51.211700	-58.658298
YIH	ZHYC	Yichang Sanxia Airport	Yichang (Xiaoting)	30.554132	111.482563
YIK	CYIK	Ivujivik Airport	Ivujivik	62.417301	-77.925301
YIN	ZWYN	Ili Yining International Airport	Ili (Yining / Ghulja)	43.955799	81.330299
YIO	CYIO	Pond Inlet Airport	Pond Inlet	72.689494	-77.968941
YIP	KYIP	Willow Run Airport	Detroit	42.237900	-83.530403
YIV	CYIV	Island Lake Airport	Island Lake	53.857201	-94.653603
YIW	ZSYW	Yiwu Airport	Yiwu/Jinhua	29.342095	120.031160
YJA	CYJA	Jasper Airport	Jasper	52.996418	-118.060233
YJF	CYJF	Fort Liard Airport	Fort Liard	60.235802	-123.469002
YJN	CYJN	St Jean Airport	St Jean	45.294399	-73.281097
YJP	CEC4	Jasper-Hinton Airport	Hinton	53.319199	-117.752998
YJS	ZKSE	Samjiyŏn Airport	Samjiyŏn	41.907132	128.409834
YJT	CYJT	Stephenville Dymond International Airport	Stephenville	48.543390	-58.552892
YKA	CYKA	Kamloops John Moose Fulton Field Regional Airport	Kamloops	50.703038	-120.448641
YKC	CYKC	Collins Bay Airport	Collins Bay	58.236099	-103.678001
YKD	CYKM	Kincardine Municipal Airport	Kincardine	44.201401	-81.606697
YKE	CJT3	Knee Lake Airport	Knee Lake	54.915298	-94.798103
YKF	CYKF	Region of Waterloo International Airport	Breslau	43.460800	-80.378601
YKG	CYAS	Kangirsuk Airport	Kangirsuk	60.027199	-69.999199
YKH	ZYYK	Yingkou Lanqi Airport	Yingkou (Laobian)	40.542524	122.358600
YKJ	CYKJ	Key Lake Airport	Key Lake	57.256100	-105.617996
YKL	CYKL	Schefferville Airport	Schefferville	54.805302	-66.805298
YKM	KYKM	Yakima Air Terminal McAllister Field	Yakima	46.568199	-120.543999
YKN	KYKN	Chan Gurney Municipal Airport	Yankton	42.916698	-97.385902
YKO	LTCW	Hakkari Yüksekova Airport	Hakkari	37.549700	44.238100
YKQ	CYKQ	Waskaganish Airport	Waskaganish	51.473301	-78.758301
YKS	UEEE	Platon Oyunsky Yakutsk International Airport	Yakutsk	62.093300	129.770996
YKU	CSU2	Chisasibi Airport	Chisasibi	53.805599	-78.916901
YKX	CYKX	Kirkland Lake Airport	Kirkland Lake	48.210300	-79.981400
YKY	CYKY	Kindersley Airport	Kindersley	51.517502	-109.181000
YLB	CYLB	Lac La Biche Airport	Lac La Biche	54.770302	-112.031998
YLC	CYLC	Kimmirut Airport	Kimmirut	62.848253	-69.877853
YLD	CYLD	Chapleau Airport	Chapleau	47.820000	-83.346703
YLE	CEM3	Whatì Airport	Whatì	63.131699	-117.246002
YLG	YYAL	Yalgoo Airport	Yalgoo	-28.355301	116.683998
YLH	CYLH	Lansdowne House Airport	Lansdowne House	52.195599	-87.934196
YLI	EFYL	Ylivieska Airfield	Ylivieska	64.054722	24.725278
YLJ	CYLJ	Meadow Lake Airport	Meadow Lake	54.125301	-108.523003
YLK	CYLS	Barrie-Lake Simcoe Regional Airport	Barrie	44.485056	-79.554663
YLL	CYLL	Lloydminster Airport	Lloydminster	53.309200	-110.072998
YLP	YLP	Mingan Airport	Longue-Pointe-de-Mingan	50.286900	-64.152800
YLQ	CYLQ	La Tuque Airport	La Tuque	47.409698	-72.788902
YLR	CYLR	Leaf Rapids Airport	Leaf Rapids	56.513302	-99.985298
YLS	CSH4	Lebel-sur-Quevillon Airport	Lebel-sur-Quévillon	49.030300	-77.017197
YLT	CYLT	Alert Airport	Alert	82.517263	-62.283037
YLV	UBEE	Yevlakh Airport	Yevlakh	40.631901	47.141899
YLW	CYLW	Kelowna International Airport	Kelowna	49.956100	-119.377998
YLX	ZGYL	Yulin Fumian Airport	Yulin	22.433042	110.119996
YLY	CYNJ	Langley Airport	Langley	49.100800	-122.630997
YMA	CYMA	Mayo Airport	Mayo	63.616402	-135.867996
YMB	CAD5	Merritt Airport	Merritt	50.122504	-120.745368
YME	CYME	Matane Airport	Matane	48.856899	-67.453300
YMG	CYMG	Manitouwadge Airport	Manitouwadge	49.083900	-85.860603
YMH	CYMH	Mary's Harbour Airport	Mary's Harbour	52.302837	-55.847433
YMJ	CYMJ	Moose Jaw Air Vice Marshal C. M. McEwen Airport	Moose Jaw	50.330299	-105.558998
YMK	USDK	Mys Kamenny Airport	Mys Kamennyi	68.467676	73.596733
YML	CYML	Charlevoix Airport	Charlevoix	47.597500	-70.223900
YMM	CYMM	Fort McMurray International Airport	Fort McMurray	56.653301	-111.222000
YMN	CYFT	Makkovik Airport	Makkovik	55.077335	-59.187942
YMO	CYMO	Moosonee Airport	Moosonee	51.291100	-80.607803
YMP	CAT5	Port McNeill Airport	Port McNeill	50.573480	-127.027702
YMS	SPMS	Moises Benzaquen Rengifo Airport	Yurimaguas	-5.893770	-76.118202
YMT	CYMT	Chapais Airport	Chibougamau	49.771900	-74.528099
YMV	CA-0504	Mary River Aerodrome	Mary River	71.324167	-79.356944
YMW	CYMW	Maniwaki Airport	Messines	46.272800	-75.990601
YMX	CYMX	Montreal Mirabel International Airport	Montréal	45.679501	-74.038696
YNA	CYNA	Natashquan Airport	Natashquan	50.190114	-61.788980
YNB	OEYN	Prince Abdulmohsen Bin Abdulaziz International Airport	Yanbu	24.144199	38.063400
YNC	CYNC	Wemindji Airport	Wemindji	53.010601	-78.831100
YND	CYND	Ottawa / Gatineau Airport	Gatineau	45.521702	-75.563599
YNE	CYNE	Norway House Airport	Norway House	53.958302	-97.844200
YNG	KYNG	Youngstown Warren Regional Airport	Youngstown/Warren	41.260700	-80.679100
YNH	CYNH	Hudson's Hope Airport	Hudson's Hope	56.035142	-121.978326
YNJ	ZYYJ	Yanji Chaoyangchuan Airport	Yanji	42.882801	129.451004
YNL	CYNL	Points North Landing Airport	Points North Landing	58.276699	-104.082001
YNM	CYNM	Matagami Airport	Matagami	49.761700	-77.802803
YNO	CKQ3	North Spirit Lake Airport	North Spirit Lake	52.490002	-92.971100
YNP	CNH2	Natuashish Airport	Natuashish	55.913898	-61.184399
YNS	CYHH	Nemiscau Airport	Nemiscau	51.691101	-76.135597
YNT	ZSYT	Yantai Penglai International Airport	Yantai	37.659724	120.978124
YNX	CSK6	Snap Lake Airport	Snap Lake Mine	63.593601	-110.905998
YNY	RKNY	Yangyang International Airport	Gonghang-ro	38.060481	128.669822
YNZ	ZSYN	Yancheng Nanyang International Airport	Yancheng (Tinghu)	33.428317	120.205450
YOA	CYOA	Ekati Airport	Ekati	64.698898	-110.614998
YOC	CYOC	Old Crow Airport	Old Crow	67.570602	-139.839005
YOD	CYOD	CFB Cold Lake	Cold Lake	54.404999	-110.278999
YOE	CFM4	Donnelly Airport	Donnelly	55.709400	-117.094002
YOG	CYKP	Ogoki Post Airport	Ogoki Post	51.658600	-85.901703
YOH	CYOH	Oxford House Airport	Oxford House	54.933300	-95.278900
YOI	YOI	Opinaca Aerodrome	Éléonore Mine	52.221944	-76.611944
YOJ	CYOJ	High Level Airport	High Level	58.621399	-117.165001
YOL	DNYO	Yola Airport	Yola	9.257550	12.430400
YON	VQTY	Yongphulla Airport	Yongphulla	27.256270	91.514633
YOO	CYOO	Oshawa Executive Airport	Oshawa	43.922798	-78.894997
YOP	CYOP	Rainbow Lake Airport	Rainbow Lake	58.491402	-119.407997
YOS	CYOS	Owen Sound / Billy Bishop Regional Airport	Owen Sound	44.590302	-80.837502
YOW	CYOW	Ottawa Macdonald-Cartier International Airport	Ottawa	45.322498	-75.669197
YPA	CYPA	Prince Albert Glass Field	Prince Albert	53.214199	-105.672997
YPB	CBS8	Alberni Valley Regional Airport	Port Alberni	49.321899	-124.931000
YPC	CYPC	Paulatuk (Nora Aliqatchialuk Ruben) Airport	Paulatuk	69.360838	-124.075470
YPD	CNK4	Parry Sound Area Municipal Airport	Parry Sound	45.257500	-79.829697
YPE	CYPE	Peace River Airport	Peace River	56.226898	-117.446999
YPG	CYPG	Portage-la-Prairie / Southport Airport	Portage la Prairie	49.903099	-98.273817
YPH	CYPH	Inukjuak Airport	Inukjuak	58.471901	-78.076897
YPJ	CYLA	Aupaluk Airport	Aupaluk	59.296700	-69.599701
YPL	CYPL	Pickle Lake Airport	Pickle Lake	51.446400	-90.214203
YPM	CYPM	Pikangikum Airport	Pikangikum	51.819698	-93.973297
YPN	CYPN	Port-Menier Airport	Port-Menier	49.836399	-64.288597
YPO	CYPO	Peawanuck Airport	Peawanuck	54.987932	-85.442648
YPQ	CYPQ	Peterborough Regional Airport	Peterborough	44.232251	-78.362053
YPR	CYPR	Prince Rupert Airport	Prince Rupert	54.286098	-130.445007
YPS	CYPD	Port Hawkesbury Airport	Port Hawkesbury	45.656700	-61.368099
YPW	CYPW	Powell River Airport	Powell River	49.834202	-124.500000
YPX	CYPX	Puvirnituq Airport	Puvirnituq	60.050598	-77.286903
YPY	CYPY	Fort Chipewyan Airport	Fort Chipewyan	58.767200	-111.116997
YPZ	CYPZ	Burns Lake Airport	Burns Lake	54.376400	-125.950996
YQA	CYQA	Muskoka Airport	Gravenhurst	44.975376	-79.306546
YQB	CYQB	Quebec Jean Lesage International Airport	Quebec	46.791100	-71.393303
YQC	CYHA	Quaqtaq Airport	Quaqtaq	61.046398	-69.617798
YQD	CYQD	The Pas Airport	The Pas	53.971401	-101.091003
YQF	CYQF	Red Deer Regional Airport	Springbrook	52.182201	-113.893997
YQG	CYQG	Windsor International Airport	Windsor	42.275600	-82.955597
YQH	CYQH	Watson Lake Airport	Watson Lake	60.116839	-128.821993
YQI	CYQI	Yarmouth Airport	Yarmouth	43.826900	-66.088097
YQK	CYQK	Kenora Airport	Kenora	49.788300	-94.363098
YQL	CYQL	Lethbridge County Airport	Lethbridge	49.630299	-112.800003
YQM	CYQM	Greater Moncton Roméo LeBlanc International Airport	Moncton	46.113189	-64.677190
YQN	CYQN	Nakina Airport	Nakina	50.182800	-86.696404
YQQ	CYQQ	Comox Valley International Airport / CFB Comox	Comox	49.710800	-124.887001
YQR	CYQR	Regina International Airport	Regina	50.431938	-104.660906
YQS	CYQS	St Thomas Municipal Airport	St Thomas	42.770000	-81.110802
YQT	CYQT	Thunder Bay International Airport	Thunder Bay	48.371899	-89.323898
YQU	CYQU	Grande Prairie Airport	Grande Prairie	55.179699	-118.885002
YQV	CYQV	Yorkton Municipal Airport	Yorkton	51.264702	-102.461998
YQW	CYQW	North Battleford Airport	North Battleford	52.769409	-108.243742
YQX	CYQX	Gander International Airport	Gander	48.936258	-54.567719
YQY	CYQY	Sydney / J.A. Douglas McCurdy Airport	Sydney	46.161072	-60.049759
YQZ	CYQZ	Quesnel Airport	Quesnel	53.026100	-122.510002
YRA	CYRA	Rae Lakes Airport	Gamètì	64.116096	-117.309998
YRB	CYRB	Resolute Bay Airport	Resolute Bay	74.716904	-94.969398
YRD	YRD	Dean River Airport	Kimsquit Valley	52.823710	-126.964957
YRF	CYCA	Cartwright Airport	Cartwright	53.682501	-57.042303
YRG	CCZ2	Rigolet Airport	Rigolet	54.179699	-58.457500
YRI	CYRI	Rivière-du-Loup Airport	Rivière-du-Loup	47.764400	-69.584702
YRJ	CYRJ	Roberval Airport	Roberval	48.519665	-72.265735
YRL	CYRL	Red Lake Airport	Red Lake	51.066898	-93.793098
YRM	CYRM	Rocky Mountain House Airport	Rocky Mountain House	52.429699	-114.903999
YRO	CYRO	Ottawa / Rockcliffe Airport	Ottawa	45.460496	-75.644001
YRQ	CYRQ	Trois-Rivières Airport	Trois-Rivières	46.352798	-72.679398
YRR	CA-0446	Stuart Island Airstrip	Big Bay	50.409447	-125.131617
YRS	CYRS	Red Sucker Lake Airport	Red Sucker Lake	54.167198	-93.557198
YRT	CYRT	Rankin Inlet Airport	Rankin Inlet	62.811401	-92.115799
YRV	CYRV	Revelstoke Airport	Revelstoke	50.962245	-118.184258
YSA	CSB2	Sable Island Airport.	Sable Island	43.928235	-59.948986
YSB	CYSB	Sudbury Airport	Sudbury	46.625000	-80.798897
YSC	CYSC	Sherbrooke Airport	Sherbrooke	45.438599	-71.691399
YSE	CYSE	Squamish Airport	Squamish	49.781700	-123.162003
YSF	CYSF	Stony Rapids Airport	Stony Rapids	59.250301	-105.841003
YSG	CYLK	Lutselk'e Airport	Lutselk'e	62.417823	-110.682793
YSH	CYSH	Smiths Falls-Montague (Russ Beach) Airport	Smiths Falls	44.945801	-75.940598
YSJ	CYSJ	Saint John Airport	Saint John	45.316101	-65.890297
YSK	CYSK	Sanikiluaq Airport	Sanikiluaq	56.536891	-79.250221
YSL	CYSL	Saint-Léonard Airport	Saint-Léonard	47.157097	-67.836242
YSM	CYSM	Fort Smith Airport	Fort Smith	60.020302	-111.961998
YSN	CZAM	Shuswap Regional Airport	Salmon Arm	50.682802	-119.228996
YSO	CCD4	Postville Airport	Postville	54.910500	-59.785070
YSP	CYSP	Marathon Airport	Marathon	48.755299	-86.344398
YSQ	ZYSQ	Songyuan Chaganhu Airport	Qian Gorlos Mongol Autonomous County	44.931143	124.552121
YST	CYST	St. Theresa Point Airport	St. Theresa Point	53.845261	-94.851966
YSU	CYSU	Summerside Airport	Slemon Park	46.440601	-63.833599
YSV	CA-0322	Saglek Airport	Saglek	58.474312	-62.653999
YSY	CYSY	Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport	Sachs Harbour	71.993896	-125.242996
YTA	CYTA	Pembroke Airport	Pembroke	45.864399	-77.251701
YTD	CZLQ	Thicket Portage Airport	Thicket Portage	55.318901	-97.707802
YTE	CYTE	Cape Dorset Airport	Kinngait	64.230003	-76.526703
YTF	CYTF	Alma Airport	Alma	48.508900	-71.641899
YTH	CYTH	Thompson Airport	Thompson	55.801102	-97.864197
YTL	CYTL	Big Trout Lake Airport	Big Trout Lake	53.817799	-89.896896
YTM	CYFJ	Mont-Tremblant International Airport	La Macaza	46.409401	-74.779999
YTQ	CYTQ	Tasiujaq Airport	Tasiujaq	58.667801	-69.955803
YTR	CYTR	CFB Trenton	Trenton	44.118900	-77.528099
YTS	CYTS	Timmins/Victor M. Power	Timmins	48.569698	-81.376701
YTT	CJY3	Tisdale Airport	Tisdale	52.836700	-104.067001
YTW	ZWYT	Yutian Wanfang Airport	Hotan (Yutian)	36.808500	81.782700
YTY	ZSYA	Yangzhou Taizhou Airport	Yangzhou	32.563400	119.719800
YTZ	CYTZ	Billy Bishop Toronto City Airport	Toronto	43.627852	-79.395530
YUA	ZPYM	Yuanmou Air Base	Chuxiong (Yuanmou)	25.737499	101.882004
YUB	CYUB	Tuktoyaktuk / James Gruben Airport	Tuktoyaktuk	69.433296	-133.026001
YUD	CYMU	Umiujaq Airport	Umiujaq	56.536098	-76.518303
YUE	YYND	Yuendumu Airport		-22.254200	131.781998
YUK	UDCK	Syunik Airport	Kapan	39.202272	46.455204
YUL	CYUL	Montreal / Pierre Elliott Trudeau International Airport	Montréal	45.467837	-73.742294
YUM	KNYL	Yuma International Airport / Marine Corps Air Station Yuma	Yuma	32.650938	-114.609375
YUS	ZLYS	Yushu Batang Airport	Yushu (Batang)	32.836389	97.036389
YUT	CYUT	Naujaat Airport	Repulse Bay	66.521024	-86.225166
YUX	CYUX	Hall Beach Airport	Sanirajak	68.776100	-81.242500
YUY	CYUY	Rouyn Noranda Airport	Rouyn-Noranda	48.206100	-78.835602
YVB	CYVB	Bonaventure Airport	Bonaventure	48.071098	-65.460297
YVC	CYVC	La Ronge Airport	La Ronge	55.151402	-105.262001
YVD	AYXE	Yeva Airport	Yeva	-7.548000	146.188000
YVE	CYVK	Vernon Regional Airport	Vernon	50.246163	-119.330963
YVG	CYVG	Vermilion Airport	Vermilion	53.357714	-110.827388
YVM	CYVM	Qikiqtarjuaq Airport	Qikiqtarjuaq	67.546560	-64.031410
YVO	CYVO	Val-d'Or Airport	Val-d'Or	48.053299	-77.782799
YVP	CYVP	Kuujjuaq Airport	Kuujjuaq	58.096100	-68.426903
YVQ	CYVQ	Norman Wells Airport	Norman Wells	65.281601	-126.797997
YVR	CYVR	Vancouver International Airport	Vancouver	49.193901	-123.183998
YVT	CYVT	Buffalo Narrows Airport	Buffalo Narrows	55.841900	-108.417999
YVV	CYVV	Wiarton Airport	Wiarton	44.745800	-81.107201
YVZ	CYVZ	Deer Lake Airport	Deer Lake	52.655613	-94.061208
YWB	CYKG	Kangiqsujuaq (Wakeham Bay) Airport	Kangiqsujuaq	61.588600	-71.929398
YWG	CYWG	Winnipeg / James Armstrong Richardson International Airport	Winnipeg	49.910000	-97.239899
YWJ	CYWJ	Déline Airport	Déline	65.211098	-123.435997
YWK	CYWK	Wabush Airport	Wabush	52.921902	-66.864403
YWL	CYWL	Williams Lake Airport	Williams Lake	52.183102	-122.054001
YWM	CCA6	Williams Harbour Airport	Williams Harbour	52.567377	-55.784883
YWP	CYWP	Webequie Airport	Webequie	52.959393	-87.374868
YWY	CYWY	Wrigley Airport	Wrigley	63.209400	-123.436996
YXC	CYXC	Cranbrook/Canadian Rockies International Airport	Cranbrook	49.610802	-115.781998
YXE	CYXE	Saskatoon John G. Diefenbaker International Airport	Saskatoon	52.170723	-106.700793
YXH	CYXH	Medicine Hat Regional Airport	Medicine Hat	50.018902	-110.721001
YXJ	CYXJ	Fort St John / North Peace Regional Airport	Fort Saint John	56.238098	-120.739998
YXK	CYXK	Rimouski Airport	Rimouski	48.477644	-68.496323
YXL	CYXL	Sioux Lookout Airport	Sioux Lookout	50.113899	-91.905296
YXN	CYXN	Whale Cove Airport	Whale Cove	62.240002	-92.598099
YXP	CYXP	Pangnirtung Airport	Pangnirtung	66.144878	-65.713606
YXQ	CYXQ	Beaver Creek Airport	Beaver Creek	62.410301	-140.867004
YXR	CYXR	Earlton (Timiskaming Regional) Airport	Earlton	47.697401	-79.847345
YXS	CYXS	Prince George (International) Airport	Prince George	53.884311	-122.666554
YXT	CYXT	Northwest Regional Airport Terrace-Kitimat	Terrace	54.468498	-128.576009
YXU	CYXU	London International Airport	London	43.032845	-81.149003
YXX	CYXX	Abbotsford International Airport	Abbotsford	49.025299	-122.361000
YXY	CYXY	Whitehorse / Erik Nielsen International Airport	Whitehorse	60.708533	-135.065705
YXZ	CYXZ	Wawa Airport	Wawa	47.966702	-84.786697
YYA	ZGYY	Yueyang Sanhe Airport	Yueyang (Yueyanglou)	29.311699	113.281574
YYB	CYYB	North Bay Jack Garland Airport	North Bay	46.363602	-79.422798
YYC	CYYC	Calgary International Airport	Calgary	51.118822	-114.009933
YYD	CYYD	Smithers Airport	Smithers	54.824699	-127.182999
YYE	CYYE	Fort Nelson Airport	Fort Nelson	58.836399	-122.597000
YYF	CYYF	Penticton Airport	Penticton	49.463100	-119.601997
YYG	CYYG	Charlottetown Airport	Charlottetown	46.288911	-63.125174
YYH	CYYH	Taloyoak Airport	Taloyoak	69.546700	-93.576698
YYJ	CYYJ	Victoria International Airport	Victoria	48.647201	-123.427792
YYL	CYYL	Lynn Lake Airport	Lynn Lake	56.863899	-101.075996
YYM	CYYM	Cowley Airport	Cowley	49.636398	-114.094002
YYN	CYYN	Swift Current Airport	Swift Current	50.291901	-107.691002
YYQ	CYYQ	Churchill Airport	Churchill	58.739201	-94.065002
YYR	CYYR	Goose Bay Airport	Goose Bay	53.319199	-60.425800
YYT	CYYT	St. John's International Airport	St. John's	47.618599	-52.751900
YYU	CYYU	Kapuskasing Airport	Kapuskasing	49.411587	-82.469645
YYW	CYYW	Armstrong Airport	Armstrong	50.290298	-88.909698
YYY	CYYY	Mont Joli Airport	Mont-Joli	48.608601	-68.208099
YYZ	CYYZ	Toronto Pearson International Airport	Toronto	43.675935	-79.629421
YZA	CAZ5	Cache Creek-Ashcroft Regional Airport	Cache Creek	50.775258	-121.321314
YZE	CYZE	Gore Bay Manitoulin Airport	Gore Bay	45.885300	-82.567802
YZF	CYZF	Yellowknife International Airport	Yellowknife	62.462799	-114.440002
YZG	CYZG	Salluit Airport	Salluit	62.179401	-75.667198
YZH	CYZH	Slave Lake Airport	Slave Lake	55.292945	-114.777276
YZP	CYZP	Sandspit Airport	Sandspit	53.254299	-131.813995
YZR	CYZR	Chris Hadfield Airport	Sarnia	42.999401	-82.308899
YZS	CYZS	Coral Harbour Airport	Coral Harbour	64.193298	-83.359398
YZT	CYZT	Port Hardy Airport	Port Hardy	50.680599	-127.366997
YZU	CYZU	Whitecourt Airport	Whitecourt	54.143902	-115.787003
YZV	CYZV	Sept-Îles Airport	Sept-Îles	50.223301	-66.265602
YZW	CYZW	Teslin Airport	Teslin	60.172798	-132.742996
YZX	CYZX	CFB Greenwood	Greenwood	44.984402	-64.916901
YZY	ZLZY	Zhangye Ganzhou Airport	Zhangye (Ganzhou)	38.801899	100.675003
YZZ	CAD4	Trail Regional Airport	Trail	49.055599	-117.609001
ZAC	CZAC	York Landing Airport	York Landing	56.089401	-96.089203
ZAD	LDZD	Zadar Airport	Zadar	44.096986	15.353565
ZAG	LDZA	Zagreb Franjo Tuđman International Airport	Velika Gorica	45.742901	16.068800
ZAH	OIZH	Zahedan International Airport	Zahedan	29.475700	60.906200
ZAL	SCVD	Pichoy Airport	Valdivia	-39.650002	-73.086098
ZAM	RPMZ	Zamboanga International Airport	Zamboanga	6.922420	122.059998
ZAO	LFCC	Cahors Lalbenque airport	Cahors	44.351398	1.475280
ZAR	DNZA	Zaria Airport	Zaria	11.130200	7.685810
ZAT	ZPZT	Zhaotong Zhaoyang Airport （Not fully opened)	Zhaotong	27.205843	103.691511
ZAZ	LEZG	Zaragoza Airport	Zaragoza	41.666199	-1.041550
ZBE	LKZA	Zábřeh Dolní Benešov Airfield	Dolní Benešov	49.928258	18.075557
ZBF	CZBF	Bathurst Airport	South Tetagouche	47.629700	-65.738899
ZBL	YBLE	Biloela Airport	Biloela	-24.320816	150.509627
ZBM	CZBM	Bromont (Roland Désourdy) Airport	Bromont	45.290798	-72.741402
ZBO	YBWN	Bowen Airport	Bowen	-20.017999	148.215245
ZBR	OIZC	Chabahar Konarak International Airport	Konarak	25.443190	60.382167
ZBY	VLSB	Sayaboury Airport	Sainyabuli	19.243600	101.709300
ZCL	MMZC	General Leobardo C. Ruiz International Airport	Zacatecas	22.894942	-102.687154
ZCO	SCQP	La Araucanía International Airport	Temuco	-38.925900	-72.651500
ZDY	OMDL	Delma Airport	Delma Island	24.510000	52.335200
ZEC	FASC	Secunda Airport	Secunda	-26.524099	29.170099
ZEG	WAKQ	Senggo Airport	Senggo-Papua Island	-5.690668	139.350414
ZEL	CBBC	Bella Bella (Campbell Island) Airport	Bella Bella	52.185001	-128.156994
ZEM	CZEM	Eastmain River Airport	Eastmain River	52.226398	-78.522499
